latitude,longitude,cluster
38.2541667,-85.7594444,8
33.6694444,-117.8222222,4
42.4858333,-83.1052778,7
40.5675,-88.2477778,7
44.2,-77.033333,7
46.7683333,-88.7530556,7
32.2730556,-89.9858333,9
41.6361111,-70.9347222,7
53.1,9.15,6
43.0730556,-89.4011111,7
31.7319444,-84.1708333,9
42.6105556,-71.2347222,7
42.1291667,-80.0852778,7
42.983333,-81.25,7
41.2052778,-76.0052778,7
41.9666667,-71.1875,7
35.9605556,-83.9208333,8
34.189021,-118.602337,4
44.4375,-73.0686111,7
48.187056,-122.507847,5
39.0216667,-84.44,8
33.2147222,-97.1327778,9
39.9536111,-74.1983333,7
33.990968,-118.098861,4
31.5783333,-84.1558333,9
-33.861481,151.205475,3
41.0813889,-81.5191667,7
39.4194444,-76.7805556,8
41.9583333,-70.6677778,7
5.852036,-55.203828,2
41.5444444,-73.2094444,7
38.2027778,-75.6927778,8
40.4405556,-79.9961111,7
39.8666667,-74.1683333,7
42.0775,-78.43,7
51.266667,-114.016667,5
43.3652778,-72.1738889,7
51.64397,-121.29501,5
51.903761,-0.196612,6
35.925,-86.8688889,8
41.3325,-73.2077778,7
53.55,-113.5,5
39.6133333,-105.0161111,0
42.1083333,-91.285,7
42.5680556,-78.4791667,7
44.5197222,-67.6155556,7
44.3147222,-84.7647222,7
53.916667,-122.766667,5
43.2166667,-123.3405556,0
44.35,-78.75,7
38.6580556,-77.25,8
38.5816667,-121.4933333,0
-33.137551,81.826172,3
33.5205556,-86.8025,9
30.198381,71.468703,6
38.005,-121.8047222,0
38.6858333,-121.0811111,0
38.8105556,-90.6997222,8
47.6419444,-122.0791667,5
43.0116667,-88.2313889,7
33.9930556,-117.9677778,4
43.2166667,-123.3405556,0
36.9086111,-116.7583333,0
33.2147222,-97.1327778,9
31.8972222,-98.6033333,9
29.8944444,-81.3147222,2
54.8575,-5.80986,6
38.7244444,-83.0133333,8
38.161861,-121.611621,0
40.4463889,-74.1786111,7
34.9552778,-90.0347222,9
34.7463889,-92.2894444,9
38.0194444,-122.1330556,0
40.7141667,-74.0063889,7
25.6788889,-80.3175,2
42.9875,-71.8130556,7
41.2586111,-95.9375,7
41.8775,-88.0669444,7
37.2708333,-79.9416667,8
40.7280556,-74.0780556,7
43.5688889,-86.0394444,7
38.056468,-83.943256,8
40.1777778,-74.5838889,7
39.9522222,-75.1641667,7
48.1958333,-114.3119444,5
12.971599,77.594563,3
33.2147222,-97.1327778,9
-33.224584,151.221857,3
28.0512,-16.709685,2
40.0638889,-80.7211111,7
42.45,-73.2458333,7
54.766667,-127.166667,5
40.8041667,-74.0125,7
37.7022222,-121.9347222,0
42.4605556,-83.1347222,7
32.7866667,-79.795,9
7.843899,98.293619,3
34.0522222,-118.2427778,4
31.2169444,-98.3930556,9
56.116667,-3.95,6
36.1988889,-115.1166667,4
35.1494444,-90.0488889,9
40.623333,-74.601111,7
32.5402778,-82.9038889,9
33.0183333,-80.1758333,9
47.9791667,-122.2008333,5
37.2866667,-98.0255556,8
27.273049,-80.358226,2
39.73928,-75.224072,7
27.3361111,-82.5308333,2
41.7758333,-72.5219444,7
27.2541667,-80.23,2
37.2152778,-93.2980556,8
40.712784,-74.005941,7
43.6275,-89.7708333,7
45.4208333,-122.6694444,5
43.1547222,-77.6158333,7
40.4619444,-78.2,7
41.5733333,-87.7844444,7
40.165393,-75.282905,7
30.2669444,-97.7427778,9
47.9447222,-122.3033333,5
41.7797222,-71.4377778,7
26.3180556,-80.1,2
35.9127778,-79.7177778,8
41.3113889,-105.5905556,0
32.2216667,-110.9258333,4
40.7141667,-74.0063889,7
33.4330556,-79.1216667,9
27.4986111,-82.575,2
36.6913889,-79.8727778,8
33.7447222,-117.9883333,4
41.7355556,-111.8336111,0
41.4119444,-83.8644444,7
38.97,-109.32,0
47.0566667,-122.7,5
34.0233333,-84.6155556,9
37.775,-122.4183333,0
34.1808333,-118.3080556,4
30.1586111,-85.6602778,9
53.383333,-2.6,6
32.7425,-117.0305556,4
37.8066667,-100.3477778,8
42.05,-71.8805556,7
43.4261111,-73.7127778,7
41.3683333,-82.1077778,7
42.2208333,-70.9402778,7
57.149563,24.860333,6
32.717886,-100.917618,9
37.775,-122.4183333,0
47.6419444,-122.0791667,5
46.5927778,-112.0352778,5
40.7877778,-74.3886111,7
33.3061111,-111.8405556,4
33.7669444,-118.1883333,4
34.3077778,-118.4483333,4
43.6136111,-116.2025,0
42.9047222,-76.3944444,7
31.815,-85.8430556,9
45.4872222,-122.8025,5
40.0083333,-75.2608333,7
34.4838889,-114.3216667,4
30.3319444,-81.6558333,9
42.8922222,-76.1055556,7
32.0833333,-81.1,9
29.4238889,-98.4933333,9
49.500881,5.986093,6
40.6752778,-121.4297222,0
42.6055556,-83.15,7
28.5380556,-81.3794444,2
30.3458333,-91.7230556,9
47.6063889,-122.3308333,5
39.9611111,-82.9988889,8
29.2855556,-81.0561111,2
45.2425,-113.8925,5
38.8316667,-78.3166667,8
40.2308333,-75.5225,7
35.0241667,-110.6966667,4
36.6102778,-88.3147222,8
35.1472222,-107.8508333,4
45.9047222,-122.7427778,5
34.365,-77.6308333,9
42.3875,-71.1,7
37.8044444,-122.2697222,0
48.7052778,-119.4383333,5
47.5302778,-122.0313889,5
42.8141667,-73.94,7
53.366667,-1.5,6
35.8966667,-77.5361111,8
47.4830556,-122.2158333,5
37.180415,-82.92181,8
39.7391667,-104.9841667,0
33.6675,-84.0177778,9
40.8022222,-124.1625,0
33.8936111,-117.7263889,4
41.8088889,-88.0111111,7
47.2033333,-122.2391667,5
32.7355556,-97.1077778,9
47.097707,-118.348614,5
32.9341667,-97.0777778,9
39.1652778,-86.5263889,8
41.6027778,-87.7438889,7
51.767787,0.087806,6
33.4666667,-79.1,9
41.626389,-87.711667,7
39.12,-88.5433333,8
41.6252778,-87.7175,7
43.263013,-2.934985,6
39.0838889,-77.1530556,8
55.483333,-125.983333,5
52.295255,5.160424,6
41.85,-87.65,7
32.7152778,-117.1563889,4
41.6266667,-93.7119444,7
38.791,-94.2673,8
34.1083333,-117.2888889,4
64.7511111,-147.3494444,5
46.9966667,-120.5466667,5
-43.532054,172.636225,3
42.6611111,-70.9972222,7
33.4483333,-112.0733333,4
37.485,-119.9652778,0
34.1161111,-118.1494444,4
34.2783333,-119.2922222,4
25.7738889,-80.1938889,2
33.7669444,-118.1883333,4
22.0783333,-159.3219444,1
32.9627778,-117.035,4
34.1975,-119.1761111,4
26.3351,17.228331,6
33.4147222,-111.9086111,4
46.6022222,-120.5047222,5
33.888629,35.495479,6
41.8730556,-72.1219444,7
42.068889,-123.720833,0
30.2669444,-97.7427778,9
39.1619444,-84.4569444,8
42.3758333,-82.9375,7
47.0380556,-122.8994444,5
33.635026,-85.795908,9
48.2766667,-116.5522222,5
39.8433333,-86.3977778,8
39.9547222,-82.8122222,8
33.0580556,-112.0469444,4
42.983333,-81.25,7
44.870816,-101.043482,7
34.185,-83.9252778,9
42.225,-73.735,7
37.0030556,-88.2344444,8
42.6055556,-83.15,7
32.7152778,-117.1563889,4
39.0436111,-77.4877778,8
34.2241667,-118.2391667,4
37.6922222,-97.3372222,8
39.0216667,-105.7952778,0
36.6080556,-94.4475,8
38.8966667,-104.9716667,0
33.6602778,-117.9983333,4
39.9852778,-104.82,0
48.76,-98.3677778,5
41.3722222,-73.7338889,7
39.0916667,-104.8722222,0
36.7280556,-108.2180556,0
47.551493,-101.002012,5
40.7488889,-74.2616667,7
41.1838889,-96.0308333,7
28.5555556,-82.4505556,2
34.1741667,-86.6163889,9
27.9905556,-82.6933333,2
34.5325,-83.985,9
40.6975,-74.2636111,7
33.4222222,-111.8219444,4
39.6411111,-85.1411111,8
42.2625,-71.8027778,7
29.1691667,-95.4316667,9
47.9791667,-122.2008333,5
47.5002778,-111.3,5
44.0463889,-123.0208333,5
50.183333,-98.316667,5
39.1141667,-94.6272222,8
42.8613889,-105.8716667,0
37.8144444,-82.8072222,8
34.132163,-84.300666,9
43.0125,-83.6875,7
47.5963889,-120.6602778,5
39.0638889,-108.55,0
38.0527778,-81.1041667,8
41.611143,-86.722719,7
43.8261111,-111.7888889,0
52.633333,1.3,6
40.7583333,-82.5155556,7
41.8786111,-71.3830556,7
45.9933333,-123.9213889,5
37.566535,126.977969,6
45.6,-73.45,7
61.2180556,-149.9002778,5
42.7005556,-74.0341667,7
34.5097222,-88.2091667,9
40.1744444,-74.9230556,7
41.8488889,-72.5722222,7
42.4472222,-71.225,7
28.4319444,-82.6644444,2
32.753472,-79.952845,9
41.5580556,-73.0519444,7
49.9,-119.483333,5
44.0536111,-71.1288889,7
42.9316667,-76.5663889,7
38.9886111,-78.3588889,8
41.2380556,-81.8419444,7
33.4041667,-79.9219444,9
44.0463889,-123.0208333,5
38.9516667,-92.3338889,8
36.3955556,-97.8780556,8
41.5316667,-94.0094444,7
32.8525,-106.106389,4
37.7944444,-93.5777778,8
45.4647222,-98.4861111,7
27.9011111,-81.5861111,2
41.7830556,-123.0591667,0
36.175,-115.1363889,4
39.0997222,-94.5783333,8
37.9513889,-91.7711111,8
55.783333,-4.0,6
41.9141667,-88.3086111,7
34.6608333,-87.6944444,9
26.527578,-82.194817,2
32.237147,-80.860387,9
40.3055556,-89.6027778,8
43.12,-85.56,7
27.3361111,-82.5308333,2
43.3033333,-91.7855556,7
45.6388889,-122.6602778,5
32.9125,-96.6386111,9
35.8680556,-83.5619444,8
36.8527778,-75.9783333,8
20.653407,-105.225332,2
28.5555556,-82.4505556,2
46.2113889,-119.1361111,5
33.9022222,-118.0808333,4
38.8338889,-104.8208333,0
39.5358333,-76.3486111,8
35.3733333,-119.0177778,4
34.7738889,-79.4630556,8
32.2216667,-110.9258333,4
38.8338889,-104.8208333,0
47.6063889,-122.3308333,5
43.2322222,-99.43,7
41.1238889,-100.765,0
29.7955556,-90.8227778,9
27.273049,-80.358226,2
35.71,-86.3994444,8
41.0813889,-81.5191667,7
44.3530556,-121.1766667,5
44.9444444,-93.0930556,7
40.8813889,-82.6619444,7
64.8377778,-147.7163889,5
44.6366667,-123.1047222,5
44.0077778,-76.0447222,7
36.4497222,-76.0158333,8
40.7608333,-111.8902778,0
18.3966667,-67.1136111,2
47.6063889,-122.3308333,5
-37.813938,144.963425,3
44.860556,24.867778,6
27.2436111,-80.83,2
37.3394444,-121.8938889,0
33.6602778,-117.9983333,4
37.775,-122.4183333,0
36.019018,129.343481,6
30.4211111,-87.2169444,9
29.6908333,-95.2088889,9
33.5816667,-116.9313889,4
37.3394444,-121.8938889,0
45.1680556,-84.9161111,7
42.3313889,-83.0458333,7
34.1513889,-89.6313889,9
26.7052778,-80.0366667,2
33.4483333,-112.0733333,4
40.7972222,-75.9697222,7
60.631811,24.857883,6
37.9230556,-90.5552778,8
33.5091667,-111.8983333,4
38.7072222,-121.28,0
33.3527778,-111.7883333,4
45.7186111,-123.9338889,5
51.550501,-0.304841,6
37.9780556,-122.03,0
34.4269444,-77.5463889,8
38.35,-104.7222222,0
40.4166667,-86.8752778,7
34.8986111,-117.0219444,4
10.666667,-61.516667,2
31.9491667,-98.7369444,9
32.544416,-117.030123,4
34.8963889,-98.2002778,9
-25.274398,133.775136,3
34.1083333,-117.2888889,4
33.9163889,-78.1613889,9
40.3355556,-75.9272222,7
39.8366667,-105.0366667,0
43.1319444,-86.1547222,7
32.0833333,-81.1,9
38.005,-121.8047222,0
32.753472,-79.952845,9
46.0647222,-118.3419444,5
38.7133333,-77.7955556,8
43.866667,-79.033333,7
50.45,-3.716667,6
52.97894,-0.026577,6
42.6666667,-71.7055556,7
34.1705556,-118.8366667,4
1.530976,110.34422,3
33.745573,-117.867834,4
27.5155556,-97.8558333,2
40.8583333,-73.1,7
43.580418,7.125102,6
40.8666667,-124.0816667,0
43.689456,-79.458254,7
-38.17828,146.260986,3
39.6577778,-77.1747222,8
33.2341667,-97.5858333,9
27.9472222,-82.4586111,2
36.7477778,-119.7713889,0
27.4986111,-82.575,2
34.4077778,-111.4927778,4
37.305,-93.4283333,8
38.3605556,-75.5997222,8
38.7244444,-83.0133333,8
32.7355556,-97.1077778,9
18.220833,-66.590149,2
39.8863889,-83.4483333,8
40.4641667,-81.0019444,7
35.4736111,-81.2547222,8
36.725775,-120.373613,0
25.7738889,-80.1938889,2
44.135069,-103.439534,0
41.7625,-70.7222222,7
44.7677778,-93.2775,7
35.6869444,-105.9372222,4
-40.225336,175.56748,3
-27.47101,153.024292,3
29.4238889,-98.4933333,9
32.525,-93.75,9
44.8486111,-123.2327778,5
39.9347222,-75.0311111,7
44.4758333,-73.2125,7
42.1102778,-88.0341667,7
36.175,-115.1363889,4
39.0180556,-91.8969444,8
32.5419444,-97.3205556,9
28.5388889,-80.6722222,2
-22.932382,-42.486684,3
45.6388889,-122.6602778,5
35.3733333,-119.0177778,4
32.9786111,-115.5294444,4
40.3916667,-111.85,0
28.635308,77.22496,6
36.5958333,-91.6455556,8
38.3605556,-81.7375,8
27.7705556,-82.6794444,2
33.7122222,-84.1052778,9
44.7983333,-69.8897222,7
37.7272222,-89.2166667,8
24.5552778,-81.7827778,2
28.4055556,-80.605,2
28.9669444,-98.4783333,9
37.9963889,-105.6991667,0
32.7152778,-117.1563889,4
39.0997222,-94.5783333,8
42.1947222,-122.7083333,0
39.8963889,-80.1794444,7
33.4708333,-81.975,9
43.2366667,-83.9063889,7
33.1433333,-117.1652778,4
39.3111111,-94.9222222,8
43.605289,-116.416977,0
30.0797222,-95.4169444,9
34.6227778,-97.3961111,9
33.8752778,-117.5655556,4
43.9,-78.866667,7
26.3583333,-80.0833333,2
32.2216667,-110.9258333,4
25.317645,82.973914,6
32.6080556,-80.085,9
39.0169444,-94.2813889,8
34.2694444,-118.7805556,4
34.49,-77.4319444,8
36.3275,-119.6447222,4
40.2969444,-111.6938889,0
39.5297222,-119.8127778,0
40.8936111,-83.6502778,7
27.3361111,-82.5308333,2
37.4575,-83.2511111,8
40.9477778,-90.3711111,7
35.9605556,-83.9208333,8
34.2283333,-118.5358333,4
48.0841667,-121.9675,5
45.766667,-79.4,7
26.9338889,-80.0944444,2
33.5016667,-117.6616667,4
34.9488889,-85.2569444,8
35.4347222,-87.3127778,8
36.1302778,-118.8172222,4
41.2813889,-73.4986111,7
50.855638,0.552577,6
40.1052778,-85.6802778,8
47.8555556,-121.9697222,5
47.6816667,-122.2075,5
35.9488889,-85.0269444,8
41.3197222,-81.6269444,7
40.7141667,-74.0063889,7
35.1894444,-114.0522222,4
28.476946,-80.788666,2
34.1591667,-118.5002778,4
40.7141667,-74.0063889,7
37.8044444,-122.2697222,0
41.88,-88.0077778,7
36.665547,-106.691032,0
38.907231,-77.036464,8
31.9636111,-95.2702778,9
41.7197222,-72.8325,7
40.4405556,-79.9961111,7
41.8458333,-71.0833333,7
29.5686111,-97.9644444,9
53.5,-2.216667,6
32.9544444,-97.0147222,9
33.3527778,-111.7883333,4
35.9605556,-83.9208333,8
47.9130556,-122.0969444,5
41.6302778,-87.8538889,7
41.4047222,-81.7230556,7
40.8713889,-73.4572222,7
32.6208333,-83.6,9
46.183333,-62.883333,7
39.9375,-77.6613889,7
33.9525,-84.55,9
43.193852,-71.572395,7
47.6588889,-117.425,5
42.5630556,-114.46,0
44.239162,-87.641195,7
41.5733333,-87.7844444,7
33.1580556,-117.3497222,4
44.5191667,-88.0197222,7
35.5083333,-78.3397222,8
48.1183333,-123.4294444,5
32.3716667,-112.86,4
42.495556,-82.900278,7
42.3583333,-71.0602778,7
39.2319444,-84.3783333,8
41.2230556,-111.9730556,0
52.22917,5.166897,6
37.6922222,-97.3372222,8
41.5733333,-87.7844444,7
42.0986111,-75.9183333,7
46.5,-80.966667,7
41.6302778,-87.8538889,7
33.4355556,-112.3488889,4
36.6436111,-93.2183333,8
44.5191667,-88.0197222,7
41.5733333,-87.7844444,7
41.5733333,-87.7844444,7
41.5733333,-87.7844444,7
41.6269444,-79.6738889,7
45.4611111,-123.9666667,5
47.2044444,-121.9902778,5
41.5733333,-87.7844444,7
26.6402778,-81.8725,2
41.5733333,-87.7844444,7
40.0991667,-83.1141667,7
42.9855556,-95.8733333,7
38.2719444,-87.6877778,8
40.8261111,-73.5025,7
29.7352778,-94.9772222,9
49.483333,-113.95,5
29.7630556,-95.3630556,9
44.7966667,-68.7619444,7
34.7083333,-120.4666667,4
35.7719444,-78.6388889,8
36.175,-115.1363889,4
38.9905556,-77.0263889,8
46.3,-79.45,7
47.6063889,-122.3308333,5
29.9544444,-90.075,9
41.4036111,-95.0136111,7
36.6002778,-121.8936111,0
35.8680556,-83.5619444,8
34.1063889,-117.5922222,4
41.24,-83.6433333,7
41.898794,-87.946681,7
32.4616667,-90.1152778,9
51.676111,-4.156667,6
43.4194444,-83.9508333,7
36.5869444,-93.9658333,8
44.0583333,-121.3141667,5
43.6136111,-116.2025,0
47.9791667,-122.2008333,5
36.3302778,-119.2911111,4
40.4405556,-79.9961111,7
42.5158333,-73.6105556,7
-37.953411,176.990801,3
45.8994444,-108.3008333,5
29.7630556,-95.3630556,9
61.2180556,-149.9002778,5
50.45,-104.616667,5
32.7833333,-96.8,9
41.1383333,-81.8638889,7
45.0616667,-83.4327778,7
42.2458333,-84.4013889,7
40.057838,-74.137183,7
41.85,-87.65,7
38.0194444,-122.1330556,0
42.1275,-87.8288889,7
25.7738889,-80.1938889,2
41.7180556,-92.9072222,7
38.6272222,-90.1977778,8
59.6425,-151.5483333,5
41.4569444,-122.8936111,0
38.4191667,-82.4452778,8
30.3672222,-89.0927778,9
46.1469444,-122.9072222,5
36.4275,-84.9319444,8
39.0169444,-94.2813889,8
38.6272222,-90.1977778,8
35.0463889,-81.9819444,8
29.3991667,-95.8375,9
36.6913889,-79.8727778,8
44.05,-79.45,7
41.3661111,-81.8544444,7
39.5358333,-76.3486111,8
42.9633333,-85.6680556,7
29.7630556,-95.3630556,9
39.5538889,-83.2569444,8
44.4894444,-68.8575,7
38.2544444,-104.6086111,0
30.0463889,-94.885,9
44.154504,-75.708824,7
41.2222222,-73.0569444,7
44.9430556,-123.0338889,5
41.7688889,-72.4338889,7
41.5580556,-73.0519444,7
33.6188889,-117.9280556,4
33.4222222,-111.8219444,4
32.7866667,-79.795,9
42.2711111,-89.0938889,7
32.3666667,-86.3,9
38.6786111,-121.7722222,0
36.3352778,-92.385,8
39.728494,-121.837478,0
30.6694444,-81.4627778,9
40.335648,-75.926875,7
47.44732,-122.45985,5
40.0016667,-76.8505556,7
38.550608,-90.333172,8
40.8041667,-74.0125,7
34.8833333,-82.7075,8
35.5322222,-97.9547222,9
39.5297222,-119.8127778,0
48.1183333,-123.4294444,5
44.3236111,-93.9577778,7
37.2683333,-93.1169444,8
42.3608333,-85.8794444,7
40.2125,-78.9291667,7
41.3136111,-81.7247222,7
39.9555556,-86.0138889,8
27.2436111,-80.83,2
38.083403,-122.763304,0
16.691308,74.244866,6
33.9075,-86.6152778,9
32.7355556,-97.1077778,9
44.6366667,-123.1047222,5
29.9688889,-95.6969444,9
44.6780556,-69.9369444,7
41.5833333,-87.5,7
47.6063889,-122.3308333,5
39.2902778,-76.6125,8
38.4177778,-82.5863889,8
42.12,-85.5327778,7
38.6786111,-121.7722222,0
39.3258333,-77.3516667,8
32.5091667,-92.1191667,9
42.3211111,-85.1797222,7
35.46756,-97.516428,9
40.9311111,-73.8991667,7
44.233333,-76.483333,7
30.1658333,-81.7066667,9
42.670782,-83.032993,7
38.9952778,-110.1611111,0
43.3227778,-76.4175,7
25.7738889,-80.1938889,2
37.5958333,-122.0180556,0
48.5569444,-113.0125,5
36.9786111,-76.4283333,8
27.3361111,-82.5308333,2
39.1619444,-84.4569444,8
40.8336111,-75.7141667,7
38.9822222,-94.6705556,8
43.1280556,-121.045,0
35.9605556,-85.8141667,8
32.514947,-117.038247,4
41.0097222,-95.2252778,7
30.4013889,-86.8636111,9
31.1238889,-97.9027778,9
34.0341667,-94.5747222,9
52.083333,-2.75,6
41.2586111,-95.9375,7
33.4936111,-117.1475,4
33.5091667,-111.8983333,4
32.905,-80.6669444,9
42.2711111,-89.0938889,7
40.6686111,-74.1147222,7
39.0997222,-94.5783333,8
40.155312,26.41416,6
41.0047222,-121.4372222,0
39.9947222,-84.4080556,8
34.0522222,-118.2427778,4
33.8752778,-117.5655556,4
42.353244,-114.575039,0
37.3394444,-121.8938889,0
38.0194444,-122.1330556,0
27.9563889,-97.9366667,2
35.6225,-117.67,4
36.175,-115.1363889,4
16.8,96.15,3
