latitude,longitude,cluster
-33.480942,145.534348,3
34.5369444,-86.3944444,9
41.865,-80.79,7
32.6208333,-83.6,9
51.514125,-0.093689,6
39.57394,-75.946324,7
35.3805556,-106.4786111,4
42.7852778,-88.405,7
42.3805556,-76.8736111,7
40.6130556,-80.5630556,7
35.7719444,-78.6388889,8
37.5958333,-122.0180556,0
35.20105,-91.831833,9
33.4222222,-111.8219444,4
40.738266,-74.538977,7
30.2669444,-97.7427778,9
37.972571,-121.147986,0
42.5277778,-92.4452778,7
38.6861111,-76.535,8
33.1580556,-117.3497222,4
32.2216667,-110.9258333,4
34.0286111,-117.8094444,4
43.033333,-80.883333,7
29.7630556,-95.3630556,9
35.5955556,-78.7316667,8
38.1905556,-116.3691667,0
41.1577778,-80.0888889,7
27.4986111,-82.575,2
31.8455556,-102.3672222,9
47.3294444,-122.5788889,5
30.5080556,-97.6786111,9
53.25,-2.116667,6
36.9902778,-86.4436111,8
39.1155556,-77.5638889,8
41.85,-87.65,7
40.4483333,-122.2966667,0
34.7302778,-86.5861111,9
32.2730556,-89.9858333,9
43.8280556,-91.3038889,7
33.8702778,-117.9244444,4
39.7558333,-77.5780556,7
28.5380556,-81.3794444,2
40.516977,-80.221348,7
27.7,85.333333,6
47.6063889,-122.3308333,5
40.3930556,-90.1547222,8
38.2544444,-104.6086111,0
42.7325,-84.5555556,7
47.5708333,-122.2208333,5
41.2427778,-73.2011111,7
40.706661,-76.421599,7
39.1619444,-84.4569444,8
40.7555556,-73.5880556,7
47.6063889,-122.3308333,5
38.6780556,-121.175,0
30.2669444,-97.7427778,9
44.0522222,-123.0855556,5
28.8355556,-82.3305556,2
33.9172222,-118.0111111,4
28.8355556,-82.3305556,2
43.666667,-79.416667,7
36.7280556,-76.5838889,8
37.939968,-104.819887,0
53.55,-113.5,5
-33.861481,151.205475,3
33.4222222,-111.8219444,4
39.5347222,-107.7825,0
33.7475,-116.9711111,4
39.9536111,-74.1983333,7
44.9430556,-123.0338889,5
40.1794444,-74.8555556,7
46.8675,-122.2652778,5
32.7286111,-94.9422222,9
39.0169444,-94.2813889,8
27.3361111,-82.5308333,2
39.3736111,-76.9680556,8
35.1952778,-79.4697222,8
43.866667,-79.266667,7
37.3230556,-122.0311111,0
30.5041667,-90.4611111,9
43.666667,-79.416667,7
38.7838889,-90.4811111,8
38.2541667,-85.7594444,8
37.3402778,-95.2608333,8
26.7052778,-80.0366667,2
38.8822222,-77.1713889,8
39.8677778,-75.1319444,7
31.3111111,-92.445,9
36.7069444,-97.0852778,8
45.2291667,-94.0016667,7
27.9375,-82.2861111,2
35.2463889,-92.9363889,9
42.6011111,-76.1808333,7
35.6333333,-80.1161111,8
36.175,-115.1363889,4
36.7477778,-119.7713889,0
28.198096,-82.432994,2
38.7891667,-77.1875,8
31.4636111,-100.4366667,9
32.8572222,-116.9213889,4
40.2413889,-75.2841667,7
27.9472222,-82.4586111,2
41.7886111,-89.6961111,7
42.7283333,-73.6922222,7
40.9044444,-80.0466667,7
41.35,-72.0788889,7
45.5608333,-94.1622222,7
33.9480556,-86.4727778,9
52.133333,-106.666667,5
42.2575,-83.2111111,7
44.7691667,-94.1513889,7
28.1486111,-80.5886111,2
41.1669444,-73.2052778,7
30.2394444,-81.3858333,9
41.2083333,-73.8916667,7
33.0461111,-96.9938889,9
47.6480556,-121.9127778,5
32.5091667,-92.1191667,9
32.7152778,-117.1563889,4
29.8830556,-97.9411111,9
42.8858333,-87.8630556,7
40.2141667,-77.0088889,7
28.4055556,-80.605,2
35.1980556,-111.6505556,4
39.1619444,-84.4569444,8
41.77,-72.3055556,7
42.3811111,-71.6375,7
35.1980556,-111.6505556,4
29.5633333,-95.2858333,9
40.858433,-74.163755,7
28.0777778,-82.7638889,2
40.1044444,-74.9516667,7
32.7919444,-115.5622222,4
39.9783333,-86.1180556,8
44.4905556,-73.1113889,7
39.740126,-84.203363,8
53.954115,-1.064262,6
33.8702778,-117.9244444,4
37.6819444,-121.7669444,0
42.7647222,-71.4402778,7
40.6083333,-75.4905556,7
35.5280556,-108.7419444,4
38.8402778,-77.4291667,8
37.775,-122.4183333,0
39.1961111,-121.19,0
34.0105556,-95.5094444,9
40.7933333,-77.8602778,7
32.7152778,-117.1563889,4
36.6336111,-81.7838889,8
42.2458333,-122.7875,0
33.4936111,-117.1475,4
42.3086111,-83.4822222,7
42.340637,-75.165169,7
33.8491667,-118.3875,4
45.8405556,-119.2883333,5
25.7738889,-80.1938889,2
41.7475,-74.0872222,7
38.5816667,-121.4933333,0
52.355518,-1.17432,6
33.9686111,-112.7288889,4
33.7922222,-118.3141667,4
32.2986111,-90.1847222,9
47.3294444,-122.5788889,5
36.778261,-119.417932,0
40.3077778,-75.9658333,7
42.5294444,-83.7802778,7
39.9375,-77.6613889,7
33.4147222,-111.9086111,4
-23.697479,133.883621,3
29.9438889,-82.11,9
42.1741667,-83.1794444,7
44.5258333,-72.9455556,7
32.8138889,-96.9486111,9
41.6638889,-83.5552778,7
47.7883333,-122.3075,5
26.1416667,-81.795,2
26.9294444,-82.0455556,2
40.4405556,-79.9961111,7
61.5997222,-149.1127778,5
37.4458333,-88.305,8
40.8680556,-77.7469444,7
29.7630556,-95.3630556,9
34.4436111,-118.6086111,4
40.4652778,-96.8494444,8
41.1238889,-100.765,0
52.633333,1.3,6
42.6113889,-83.3286111,7
32.968388,-80.051162,9
40.2969444,-111.6938889,0
37.8044444,-122.2697222,0
34.7463889,-92.2894444,9
42.19,-87.9083333,7
44.6497222,-93.2425,7
28.5997222,-81.3394444,2
45.2630556,-122.6913889,5
39.5538889,-104.9688889,0
50.06465,19.94498,6
61.2180556,-149.9002778,5
41.2905556,-95.9177778,7
43.4194444,-83.9508333,7
39.0061111,-77.4288889,8
40.4405556,-79.9961111,7
42.0386111,-78.3411111,7
26.3394444,-81.7788889,2
37.839333,-84.270018,8
36.1880556,-94.5402778,8
42.085,-76.0541667,7
44.8486111,-74.2952778,7
47.8211111,-122.3138889,5
38.9516667,-92.3338889,8
39.2688889,-84.2638889,8
34.1013889,-84.5194444,9
26.575128,-80.063918,2
39.9625,-76.7280556,7
40.5866667,-122.3905556,0
30.3333333,-87.1375,9
43.1144444,-71.1002778,7
32.7677778,-117.0222222,4
37.3822222,-89.6661111,8
45.5236111,-122.675,5
37.4419444,-122.1419444,0
39.0277778,-94.6555556,8
40.6258333,-75.3708333,7
28.5380556,-81.3794444,2
33.6488889,-85.5875,9
38.2811111,-80.8527778,8
35.1477778,-114.5675,4
46.9811111,-123.8880556,5
29.7944444,-98.7316667,9
30.2394444,-81.3858333,9
28.555,-82.3880556,2
32.8341667,-97.2286111,9
30.3341667,-81.3988889,9
42.6288889,-78.7377778,7
33.7669444,-118.1883333,4
42.6055556,-83.15,7
17.439193,-99.545097,2
35.8455556,-86.3902778,8
42.6583333,-83.15,7
39.7391667,-104.9841667,0
33.1191667,-117.0855556,4
39.2191667,-121.06,0
35.417523,-97.387416,9
44.314844,-85.602364,7
32.6394444,-96.5380556,9
27.1972222,-80.2530556,2
39.2775,-74.575,8
-35.27603,149.13435,3
64.7511111,-147.3494444,5
32.2094444,-99.7963889,9
39.3761111,-77.155,8
40.215,-75.0111111,7
43.666667,-79.416667,7
34.7302778,-86.5861111,9
37.9975,-121.7113889,0
40.5866667,-122.3905556,0
26.3583333,-80.0833333,2
40.8005556,-73.7288889,7
33.7669444,-118.1883333,4
38.9333333,-119.9833333,0
38.8002778,-90.6263889,8
44.5336111,-72.0036111,7
46.1383333,-122.9369444,5
47.93,-97.0241667,5
39.7391667,-104.9841667,0
47.0530556,-93.1188889,7
38.2541667,-85.7594444,8
26.0730556,-97.2083333,2
41.2558333,-122.1383333,0
64.7511111,-147.3494444,5
36.8416667,-82.2252778,8
37.5338889,-95.8263889,8
47.3811111,-122.2336111,5
36.6002778,-121.8936111,0
37.2708333,-79.9416667,8
37.6202778,-82.2691667,8
37.6819444,-121.7669444,0
36.9052778,-82.3111111,8
39.2236111,-84.4422222,8
26.9616667,-82.3527778,2
36.5963889,-82.1886111,8
34.0122222,-117.6880556,4
22.396428,114.109497,6
39.8716667,-75.5916667,7
32.7152778,-117.1563889,4
32.7733333,-92.4055556,9
35.91,-79.0755556,8
26.6583333,-80.2416667,2
35.5327778,-90.4205556,8
32.3413889,-90.3216667,9
36.595,-82.1888889,8
11.893334,109.170167,3
36.5936111,-94.7688889,8
43.681611,-80.027781,7
39.7391667,-104.9841667,0
41.85,-87.65,7
46.5927778,-112.0352778,5
18.52043,73.856744,6
44.1969444,-72.5025,7
43.8205556,-69.8152778,7
41.1669444,-73.2052778,7
32.8383333,-116.9730556,4
40.623333,-74.601111,7
26.092299,-97.957224,2
38.6447222,-121.2711111,0
33.9533333,-117.3952778,4
35.0241667,-110.6966667,4
38.3697222,-90.3783333,8
29.7630556,-95.3630556,9
41.5355556,-73.8994444,7
45.5863889,-92.9744444,7
39.8402778,-88.9547222,8
43.666667,-79.416667,7
37.5536111,-77.4605556,8
55.833333,-4.25,6
51.133333,-0.983333,6
40.1797222,-76.1791667,7
38.2541667,-85.7594444,8
47.4741667,-122.2597222,5
46.6022222,-120.5047222,5
41.485097,-72.934548,7
30.415128,-94.88732,9
28.7027778,-81.3386111,2
52.266213,-8.269886,6
30.2669444,-97.7427778,9
38.9058333,-81.6608333,8
36.8688889,-94.3677778,8
50.183333,-98.316667,5
43.001143,-84.559152,7
40.8880556,-80.3383333,7
32.9027778,-96.5636111,9
33.0416667,-116.8672222,4
31.7586111,-106.4863889,4
34.7463889,-92.2894444,9
30.3155556,-89.2475,9
35.3733333,-119.0177778,4
32.9808333,-80.0327778,9
46.6066667,-93.3136111,7
37.3394444,-121.8938889,0
26.2708333,-80.2708333,2
38.4088889,-121.3705556,0
33.2147222,-97.1327778,9
38.6272222,-90.1977778,8
37.1041667,-113.5833333,0
34.8788889,-76.9016667,8
38.2541667,-85.7594444,8
43.4138889,-71.9855556,7
35.2333333,-106.6638889,4
34.0522222,-118.2427778,4
35.72,-79.1775,8
39.6302778,-106.0427778,0
27.716432,-97.328818,2
36.083143,138.777376,6
29.8830556,-97.9411111,9
37.6775,-113.0611111,0
41.6005556,-93.6088889,7
41.9269444,-73.9977778,7
41.3325,-73.2077778,7
38.545,-121.7394444,0
40.7141667,-74.0063889,7
37.0841667,-94.5130556,8
26.9616667,-82.3527778,2
30.5080556,-97.6786111,9
43.4194444,-83.9508333,7
31.0744444,-83.1994444,9
40.5247222,-111.8630556,0
33.4483333,-112.0733333,4
33.4147222,-111.9086111,4
42.2625,-71.8027778,7
38.4902778,-89.7930556,8
34.1063889,-117.5922222,4
47.7361111,-122.6452778,5
33.5225,-117.7066667,4
42.0427778,-101.0422222,0
42.0494444,-92.9077778,7
41.85,-87.65,7
48.0797222,-123.1005556,5
34.9530556,-120.4347222,4
44.4905556,-73.1113889,7
36.4219444,-94.4533333,8
27.0994444,-82.4544444,2
41.8388889,-89.4794444,7
35.1405556,-85.2327778,8
41.6269444,-88.2038889,7
33.5966667,-83.8602778,9
42.4736111,-72.0066667,7
39.2038889,-94.5544444,8
30.9175,-96.1080556,9
37.6391667,-120.9958333,0
57.166667,-2.666667,6
35.2269444,-80.8433333,8
38.8097222,-82.2025,8
26.169691,-81.009503,2
31.4636111,-100.4366667,9
42.4391667,-123.3272222,0
32.8472222,-117.2733333,4
42.3211111,-85.1797222,7
27.3361111,-82.5308333,2
41.1586111,-73.2258333,7
46.5180556,-95.3758333,7
33.3527778,-111.7883333,4
40.1213889,-75.3402778,7
40.5580556,-90.035,8
35.4797222,-79.1805556,8
43.222023,-71.713965,7
45.3561111,-92.6333333,7
36.0861111,-93.7411111,8
44.9430556,-123.0338889,5
47.746222,-121.085933,5
41.88,-88.0077778,7
45.583333,-72.0,7
51.683333,-0.166667,6
39.0997222,-94.5783333,8
42.2711111,-89.0938889,7
34.786449,-92.253193,9
56.2,-3.0,6
27.2436111,-80.83,2
35.0844444,-106.6505556,4
39.9522222,-75.1641667,7
43.9705556,-89.8166667,7
44.0838889,-93.2258333,7
45.666667,-72.15,7
36.1538889,-95.9925,8
41.389491,-82.019032,7
40.012934,-119.557168,0
42.3316667,-71.1216667,7
34.693738,135.502165,6
36.1333333,-96.3541667,8
26.1272222,-80.2333333,2
53.916667,-3.0,6
42.3583333,-71.0602778,7
39.9611111,-82.9988889,8
46.8772222,-96.7894444,7
40.211503,-82.902771,7
34.1063889,-84.0336111,9
40.3375,-79.8094444,7
40.79021,-73.762495,7
39.3994444,-84.5613889,8
33.6694444,-117.8222222,4
29.2105556,-81.0230556,2
14.058324,108.277199,3
42.5847222,-87.8211111,7
30.3319444,-81.6558333,9
34.0522222,-118.2427778,4
33.2097222,-87.5691667,9
35.385924,-94.398547,9
36.1538889,-95.9925,8
39.8208333,-84.0194444,8
32.7458333,-96.9975,9
33.7669444,-118.1883333,4
27.4986111,-82.575,2
33.7488889,-84.3880556,9
42.8741667,-77.2883333,7
61.2180556,-149.9002778,5
39.785,-85.7694444,8
47.8211111,-122.3138889,5
28.2916667,-81.4077778,2
39.44307,-111.343607,0
27.9011111,-81.5861111,2
34.3580556,-86.2947222,9
33.2147222,-97.1327778,9
60.375551,6.142884,6
40.7855556,-74.9163889,7
31.2480556,-92.2097222,9
38.5816667,-121.4933333,0
43.1063889,-76.2180556,7
38.9666667,-94.6166667,8
41.3436111,-86.3097222,7
32.2216667,-110.9258333,4
46.2858333,-119.2833333,5
40.925,-98.3416667,8
32.8083333,-98.1125,9
42.5583333,-70.8805556,7
35.6527778,-97.4777778,9
33.8755556,-84.7622222,9
27.3361111,-82.5308333,2
39.5105556,-79.7986111,8
48.9938889,-122.7458333,5
45.0563889,-92.8058333,7
40.579532,-74.150201,7
34.8525,-82.3941667,8
41.4458333,-74.4233333,7
32.771523,-89.116728,9
47.626208,-122.521245,5
39.3419444,-78.7569444,8
47.6541667,-118.1488889,5
39.9166667,-75.3880556,7
34.7016667,-86.3758333,9
40.3911111,-75.6105556,7
45.46,-73.85,7
47.8108333,-122.3761111,5
36.8527778,-75.9783333,8
37.5536111,-77.4605556,8
40.1783333,-74.0222222,7
38.095148,-77.135985,8
32.4458333,-95.7036111,9
41.0891667,-90.4752778,7
39.4561111,-77.9641667,8
38.9805556,-77.1005556,8
20.296059,85.82454,6
44.3977778,-122.735,5
26.7080556,-80.2308333,2
51.394943,-0.19446,6
42.6072222,-83.9294444,7
41.2586111,-95.9375,7
31.3363889,-81.9563889,9
37.7058333,-122.4608333,0
36.0725,-79.7922222,8
29.9744444,-92.1341667,9
42.5430556,-73.3241667,7
43.5325,-90.0025,7
43.5008333,-70.4433333,7
33.7922222,-118.3141667,4
27.9472222,-82.4586111,2
40.6958333,-75.0105556,7
34.9530556,-120.4347222,4
40.2472222,-75.2441667,7
38.1355556,-96.1355556,8
50.45,-104.616667,5
43.105,-88.3419444,7
38.6272222,-90.1977778,8
42.4997222,-85.4080556,7
38.7297222,-120.7975,0
32.2216667,-110.9258333,4
-28.868483,153.560001,3
36.8252778,-119.7019444,0
42.9708333,-82.425,7
40.8852778,-73.3766667,7
21.3069444,-157.8583333,1
45.6388889,-122.6602778,5
42.5611111,-71.5902778,7
25.7902778,-80.1302778,2
37.004245,-110.173478,0
33.6680556,-117.3263889,4
42.8441667,-71.4802778,7
39.1619444,-84.4569444,8
34.1361111,-117.8644444,4
41.7411111,-70.5994444,7
42.6525,-73.7566667,7
34.1361111,-117.8644444,4
33.8722222,-117.8694444,4
39.6952778,-74.2591667,7
33.7669444,-118.1883333,4
40.9166667,-74.1722222,7
26.0569444,-80.2719444,2
31.5086111,-82.85,9
45.4463889,-122.6380556,5
33.8158333,-78.6802778,9
42.4775,-83.0277778,7
40.1672222,-105.1013889,0
41.7469444,-88.0502778,7
42.3583333,-71.0602778,7
42.049419,-124.266898,0
46.216667,-63.483333,7
40.3477778,-79.8644444,7
40.4405556,-79.9961111,7
53.5,-2.216667,6
34.8697222,-111.7602778,4
43.6852778,-71.1172222,7
44.0522222,-123.0855556,5
29.0386111,-95.6983333,9
39.7555556,-105.2205556,0
48.0511111,-119.9022222,5
39.9008333,-74.8238889,7
21.4180556,-157.8036111,1
42.4647222,-71.0105556,7
37.8313889,-122.2841667,0
39.8819444,-84.0097222,8
34.2541667,-110.0291667,4
38.2494444,-122.0388889,0
34.8297222,-82.6016667,8
37.9780556,-122.03,0
42.9763889,-88.1083333,7
32.2686111,-107.7580556,4
35.9152778,-94.9697222,8
40.1633333,-76.3952778,7
31.3111111,-92.445,9
25.8572222,-80.2783333,2
31.952856,-102.171694,9
31.325737,-93.398504,9
40.0502778,-105.0494444,0
32.7188889,-102.6444444,9
31.6938889,-89.1305556,9
39.7441667,-83.8086111,8
32.5005556,-94.7402778,9
40.417287,-82.907123,7
40.623333,-74.601111,7
45.4297222,-108.5325,5
38.1361111,-81.0997222,8
26.6155556,-80.0572222,2
39.8783333,-75.0930556,7
34.1477778,-118.1436111,4
35.2269444,-80.8433333,8
49.25,-123.133333,5
40.215,-75.0111111,7
33.8805556,-78.5125,9
36.0652778,-119.0158333,4
39.7155556,-82.9530556,8
33.7669444,-118.1883333,4
34.725786,-95.289343,9
39.4408333,-78.9741667,8
33.7630556,-81.245,9
52.466667,-1.916667,6
33.8730556,-78.6144444,9
37.1041667,-113.5833333,0
33.8491667,-118.3875,4
39.7558333,-77.5780556,7
44.6388889,-70.0161111,7
39.3122222,-84.6505556,8
33.6305556,-112.3325,4
40.7722222,-79.53,7
40.2736111,-76.8847222,7
33.689921,-117.772922,4
44.333333,-76.166667,7
30.3672222,-89.0927778,9
33.8158333,-78.6802778,9
42.586888,-82.919551,7
37.7808333,-90.4216667,8
35.126413,33.429859,6
34.0336111,-117.0422222,4
32.7152778,-117.1563889,4
36.4275,-84.9319444,8
29.9688889,-95.6969444,9
42.7694444,-71.0763889,7
40.3691667,-80.2930556,7
40.1416667,-75.2094444,7
47.0227778,-91.6705556,7
39.1502778,-123.2066667,0
37.2652778,-97.3713889,8
40.1416667,-75.2094444,7
42.0986111,-75.9183333,7
42.1886111,-74.7861111,7
37.6775,-113.0611111,0
46.2113889,-119.1361111,5
46.2113889,-119.1361111,5
37.6922222,-97.3372222,8
43.1977778,-70.8741667,7
34.6086111,-98.39,9
43.3058333,-100.6577778,7
40.2736111,-76.8847222,7
36.175,-115.1363889,4
40.9488889,-78.2255556,7
41.5386111,-75.9469444,7
37.6688889,-122.0797222,0
30.1577778,-95.4891667,9
39.7294444,-104.8313889,0
42.2625,-71.8027778,7
41.4858333,-73.0511111,7
33.6888889,-78.8869444,9
43.804133,-120.554201,5
47.6588889,-117.425,5
43.55,-96.7,7
45.5236111,-122.675,5
36.1538889,-95.9925,8
45.2113889,-122.9755556,5
37.8286111,-92.2005556,8
29.2094444,-99.7858333,9
34.0522222,-118.2427778,4
33.8358333,-79.0480556,9
45.416667,-75.7,7
37.78,-121.9769444,0
22.572646,88.363895,6
33.9908333,-118.4591667,4
27.9011111,-81.5861111,2
32.7558333,-111.5541667,4
54.988285,-3.857784,6
36.9686111,-80.7138889,8
-9.445638,159.9729,3
38.6986111,-77.58,8
34.3541667,-119.0583333,4
27.725,-82.7413889,2
43.0972222,-89.5041667,7
27.893965,-110.874666,4
42.4436111,-82.9069444,7
43.508132,16.440193,6
38.525,-89.1333333,8
48.7597222,-122.4869444,5
39.7908333,-77.1097222,7
44.0522222,-123.0855556,5
39.0997222,-94.5783333,8
31.554108,-81.697334,9
37.77493,-122.419416,0
21.3069444,-157.8583333,1
28.459497,77.026638,6
35.6808333,-94.175,8
39.5069444,-84.7452778,8
41.7991667,-85.4191667,7
43.4697222,-111.9658333,0
43.1008333,-75.2330556,7
27.4122222,-82.6591667,2
42.8666667,-88.3333333,7
33.5205556,-86.8025,9
27.0438889,-82.2361111,2
32.64,-117.0833333,4
39.58866,-89.414536,8
36.1875,-106.5558333,4
42.9386111,-74.1886111,7
47.6063889,-122.3308333,5
39.2902778,-76.6125,8
41.6611111,-91.53,7
33.6058333,-78.9733333,9
37.0561111,-85.0886111,8
37.964253,-91.831833,8
39.0288889,-104.4825,0
55.866667,-4.033333,6
39.3052778,-75.9952778,8
38.7627778,-93.7358333,8
42.6986111,-71.1355556,7
44.3147222,-84.7647222,7
41.6897222,-87.7972222,7
43.0238889,-70.9141667,7
47.7086111,-91.9444444,7
38.8713889,-89.2116667,8
39.8016667,-89.6436111,8
37.2438889,-77.4105556,8
47.5002778,-111.3,5
36.858838,-120.456007,0
35.7883333,-83.5544444,8
29.4238889,-98.4933333,9
5.278611,100.3875,3
43.8013889,-91.2394444,7
37.9319444,-121.6947222,0
42.0083333,-76.6241667,7
40.7719444,-80.7683333,7
38.8047222,-77.0472222,8
41.7,-71.4166667,7
61.2180556,-149.9002778,5
38.7522222,-121.2869444,0
48.4,-89.233333,7
27.9375,-82.2861111,2
45.3841667,-122.7627778,5
38.5816667,-121.4933333,0
33.6888889,-78.8869444,9
46.3,-63.216667,7
26.3583333,-80.0833333,2
42.2916667,-85.5872222,7
33.4472222,-84.1469444,9
37.6305556,-122.41,0
33.8883333,-118.3080556,4
38.5816667,-121.4933333,0
38.7072222,-121.28,0
38.175,-122.2597222,0
31.7036111,-98.1236111,9
41.1919444,-111.9705556,0
39.5152778,-84.6094444,8
47.6063889,-122.3308333,5
37.5483333,-121.9875,0
47.3811111,-122.2336111,5
40.616187,-79.72411,7
33.5386111,-112.1852778,4
39.337515,20.289964,6
32.8233333,-97.1702778,9
30.381953,-86.862372,9
35.3858333,-94.3983333,9
26.0108333,-80.1497222,2
29.7027778,-98.1241667,9
32.7252778,-97.3205556,9
27.7,85.333333,6
33.904019,-118.142825,4
21.3069444,-157.8583333,1
36.1538889,-95.9925,8
47.9130556,-122.0969444,5
34.0736111,-118.3994444,4
32.7152778,-117.1563889,4
48.4780556,-120.185,5
39.9402778,-82.0133333,8
43.6227778,-87.7944444,7
33.4222222,-111.8219444,4
38.8338889,-104.8208333,0
27.724722,-82.741944,2
45.2102778,-123.1975,5
32.7833333,-96.8,9
39.5791667,-104.8763889,0
42.0666667,-72.8619444,7
29.4238889,-98.4933333,9
47.0380556,-122.8994444,5
47.4830556,-122.2158333,5
33.7669444,-118.1883333,4
33.9533333,-117.3952778,4
33.8536111,-118.1330556,4
33.8536111,-118.1330556,4
42.126116,-83.257233,7
44.1002778,-70.2152778,7
37.9886111,-84.4777778,8
37.5536111,-77.4605556,8
39.9008333,-76.6061111,7
27.3361111,-82.5308333,2
45.9633333,-116.2552778,5
41.35,-72.0788889,7
47.5708333,-122.2208333,5
32.9341667,-97.0777778,9
43.6055556,-71.6547222,7
46.5,-80.966667,7
38.3016667,-91.6327778,8
41.462072,-87.894245,7
41.0036111,-80.3472222,7
64.8377778,-147.7163889,5
41.2222222,-73.0569444,7
40.3302778,-73.9819444,7
47.5302778,-122.0313889,5
35.1427778,-120.6402778,4
38.9711111,-77.0766667,8
41.2863889,-96.2341667,7
49.2,-113.316667,5
32.9616667,-96.8288889,9
33.3061111,-111.8405556,4
53.55,-113.5,5
34.76,-85.5311111,9
60.4877778,-151.0583333,5
41.6302778,-87.8538889,7
51.083333,-3.0,6
41.5733333,-87.7844444,7
37.9513889,-86.7677778,8
33.4483333,-112.0733333,4
46.9966667,-120.5466667,5
42.2411111,-88.3161111,7
41.5380556,-72.8075,7
47.4830556,-122.2158333,5
35.9605556,-83.9208333,8
33.9561111,-83.9880556,9
30.6941667,-88.0430556,9
39.2902778,-76.6125,8
30.1388889,-82.9519444,9
41.7205556,-87.7016667,7
36.2805556,-80.3594444,8
33.3702778,-112.5830556,4
44.3891667,-69.3033333,7
40.0377778,-76.3058333,7
43.0880556,-70.7366667,7
50.999041,-0.106333,6
38.5730556,-82.8302778,8
32.7152778,-117.1563889,4
32.7152778,-117.1563889,4
43.2127778,-75.4561111,7
37.6833333,-87.9166667,8
32.7833333,-96.8,9
45.4363889,-123.1383333,5
47.2955556,-93.4186111,7
48.4213889,-122.3327778,5
33.6469444,-117.6883333,4
37.2638889,-122.0219444,0
37.6688889,-122.0797222,0
40.8663889,-86.4033333,7
37.7477778,-84.2947222,8
41.663938,-83.555212,7
39.0638889,-108.55,0
53.7,-2.333333,6
33.5602778,-81.7197222,9
34.1477778,-118.1436111,4
39.2402778,-76.8397222,8
40.182846,29.067084,6
28.7497222,-82.2969444,2
33.4483333,-112.0733333,4
38.6580556,-77.25,8
41.3080556,-72.9286111,7
39.0319444,-76.5030556,8
33.1136111,-94.1641667,9
35.2305556,-89.7402778,8
34.0922222,-117.4341667,4
41.5963889,-73.9113889,7
38.0280556,-121.8836111,0
34.1705556,-118.8366667,4
33.8352778,-117.9136111,4
42.9275,-123.28,0
32.2094444,-99.7963889,9
43.5977778,-84.7675,7
40.485,-106.8311111,0
41.8091667,-83.825,7
38.9783333,-76.4925,8
36.9861111,-120.6255556,0
38.6822222,-104.7002778,0
29.7855556,-95.8241667,9
44.9111111,-116.0977778,5
34.0522222,-118.2427778,4
55.75,-97.866667,5
33.5091667,-111.8983333,4
34.1722222,-118.3780556,4
34.0005556,-81.035,9
26.3583333,-80.0833333,2
36.175,-115.1363889,4
43.716962,-83.522742,7
40.1377778,-79.8983333,7
33.6116667,-111.7166667,4
41.8005556,-73.1216667,7
43.666667,-79.416667,7
34.0005556,-81.035,9
34.6183333,-82.4780556,9
44.7319444,-93.2175,7
38.9380556,-99.5602778,8
25.7738889,-80.1938889,2
33.5861111,-86.2861111,9
33.7455556,-117.8669444,4
26.1219444,-80.1436111,2
42.0333333,-87.7333333,7
32.7355556,-97.1077778,9
33.9561111,-83.9880556,9
35.1477778,-114.5675,4
37.3791667,-105.0997222,0
34.185,-83.9252778,9
39.2902778,-76.6125,8
33.3869444,-84.2830556,9
61.2180556,-149.9002778,5
42.1538889,-88.1361111,7
27.9472222,-82.4586111,2
43.666667,-79.416667,7
40.015,-105.27,0
37.775,-122.4183333,0
40.4538889,-75.8183333,7
40.485,-106.8311111,0
47.2530556,-122.4430556,5
42.0694444,-72.6152778,7
40.3561111,-80.1102778,7
42.4391667,-123.3272222,0
34.809422,37.094261,6
30.5755556,-90.9530556,9
41.6827778,-88.3513889,7
30.8325,-83.2786111,9
40.291181,-79.931994,7
31.84694,120.872862,6
25.7738889,-80.1938889,2
36.6002778,-121.8936111,0
33.5777778,-101.8547222,9
40.7886111,-73.6,7
47.6063889,-122.3308333,5
26.1,-80.4,2
40.6763889,-74.2911111,7
28.6672222,-99.1702778,9
58.263986,-134.546078,5
34.2241667,-118.2391667,4
41.7797222,-71.4377778,7
30.235296,-96.365157,9
43.021628,-78.96573,7
27.7705556,-82.6794444,2
39.7047222,-105.0808333,0
37.0833333,-88.6,8
41.3972222,-73.6175,7
46.216667,-63.483333,7
37.3861111,-122.0827778,0
33.1580556,-117.3497222,4
38.7466667,-105.1777778,0
41.6027778,-87.7438889,7
42.0883333,-87.9805556,7
42.2880556,-100.6252778,0
38.0291667,-78.4769444,8
41.5344444,-76.2866667,7
40.5886111,-83.1286111,7
36.0155556,-82.1588889,8
40.7141667,-74.0063889,7
33.3527778,-111.7883333,4
33.425,-94.0475,9
42.9633333,-85.6680556,7
34.0522222,-118.2427778,4
39.8494444,-75.3561111,7
28.6986111,-81.3083333,2
30.1577778,-95.4891667,9
57.79,-152.4072222,5
33.7475,-116.9711111,4
30.0972222,-96.0780556,9
42.5,-96.4,7
37.6138889,-122.4858333,0
36.0997222,-80.2444444,8
34.0522222,-118.2427778,4
35.1391667,-97.3944444,9
29.7630556,-95.3630556,9
41.3683333,-82.1077778,7
52.8,-1.483333,6
29.31166,47.481766,6
52.633333,1.3,6
34.1169444,-83.5725,9
39.0997222,-94.5783333,8
24.466667,54.366667,6
43.2341667,-86.2483333,7
45.131485,-75.716133,7
